visit_id,member_id,venue_id,venue_name,venue_type,visit_date,market
VIS000651,M00346,V0232,Mega Cinema,Movie Theater,2025-11-26,Boise
VIS000652,M00346,V0236,Magic Bounce House,Trampoline Park,2025-12-11,Boise
VIS000653,M00346,V0237,Silver Fun Park,Amusement Park,2026-03-27,Boise
VIS000654,M00346,V0224,Big Lanes,Bowling,2026-04-04,Boise
VIS000655,M00347,V0122,Big Splash Pad,Splash Pad,2025-07-18,Dallas
VIS000656,M00348,V0144,Little Laser Quest,Laser Tag,2025-05-31,Dallas
VIS000657,M00348,V0145,Sunny Boulder Zone,Rock Climbing,2025-06-03,Dallas
VIS000658,M00348,V0123,Little Aquarium,Aquarium,2025-08-03,Dallas
VIS000659,M00348,V0107,Big Laser Quest,Laser Tag,2026-03-01,Dallas
VIS000660,M00348,V0136,Royal Amusement Park,Amusement Park,2026-03-25,Dallas
VIS000661,M00349,V0224,Big Lanes,Bowling,2025-06-17,Boise
VIS000662,M00349,V0224,Big Lanes,Bowling,2025-07-29,Boise
VIS000663,M00349,V0230,Family Batting Cages,Batting Cages,2025-08-22,Boise
VIS000664,M00349,V0232,Mega Cinema,Movie Theater,2025-08-23,Boise
VIS000665,M00349,V0237,Silver Fun Park,Amusement Park,2025-10-31,Boise
VIS000666,M00349,V0231,Little Jump Zone,Trampoline Park,2025-12-24,Boise
VIS000667,M00349,V0223,Big Raceway,Go-Karts,2026-01-17,Boise
VIS000668,M00349,V0241,Big Boulder Zone,Rock Climbing,2026-01-29,Boise
VIS000669,M00349,V0233,Cool Spray Park,Splash Pad,2026-03-31,Boise
VIS000670,M00352,V0094,Happy Aqua World,Water Park,2025-10-16,Phoenix
VIS000671,M00355,V0289,Star Fun Park,Amusement Park,2026-01-09,San Antonio
VIS000672,M00355,V0289,Star Fun Park,Amusement Park,2026-01-12,San Antonio
VIS000673,M00355,V0289,Star Fun Park,Amusement Park,2026-01-12,San Antonio
VIS000674,M00358,V0036,Fun Putt-Putt,Mini Golf,2026-03-15,Salt Lake City
VIS000675,M00359,V0094,Happy Aqua World,Water Park,2025-12-19,Phoenix
VIS000676,M00361,V0015,Super Escape Room,Escape Room,2025-12-13,Salt Lake City
VIS000677,M00361,V0013,Happy Spray Park,Splash Pad,2026-01-27,Salt Lake City
VIS000678,M00363,V0284,Little Film Center,Movie Theater,2025-08-26,San Antonio
VIS000679,M00363,V0288,Happy Swing Away,Batting Cages,2026-01-29,San Antonio
VIS000680,M00363,V0284,Little Film Center,Movie Theater,2026-02-20,San Antonio
VIS000681,M00365,V0360,Super Laser Quest,Laser Tag,2026-04-04,Fort Worth
VIS000682,M00367,V0073,Lucky Safari Zone,Wildlife Park,2025-12-03,Phoenix
VIS000683,M00369,V0172,Grand Safari Zone,Wildlife Park,2025-11-19,Houston
VIS000684,M00369,V0180,Sunny Cinema,Movie Theater,2026-01-16,Houston
VIS000685,M00369,V0180,Sunny Cinema,Movie Theater,2026-04-01,Houston
VIS000686,M00370,V0073,Lucky Safari Zone,Wildlife Park,2025-12-15,Phoenix
VIS000687,M00370,V0073,Lucky Safari Zone,Wildlife Park,2026-03-06,Phoenix
VIS000688,M00372,V0269,Royal Game Zone,Arcade,2026-04-06,San Antonio
VIS000689,M00373,V0031,Adventure Garden Park,Botanical Garden,2026-03-15,Salt Lake City
VIS000690,M00373,V0018,Super Theme Park,Amusement Park,2026-04-04,Salt Lake City
VIS000691,M00374,V0198,Fun Bounce House,Trampoline Park,2026-01-01,Austin
VIS000692,M00375,V0261,Family Animal Park,Zoo,2025-10-08,San Antonio
VIS000693,M00375,V0269,Royal Game Zone,Arcade,2025-10-22,San Antonio
VIS000694,M00375,V0271,Epic Puzzle House,Escape Room,2025-11-29,San Antonio
VIS000695,M00375,V0287,Adventure Skating Center,Ice Skating,2025-12-08,San Antonio
VIS000696,M00375,V0262,Happy Puzzle House,Escape Room,2025-12-22,San Antonio
VIS000697,M00375,V0267,Royal Fun Park,Amusement Park,2026-03-08,San Antonio
VIS000698,M00377,V0316,Happy Swing Away,Batting Cages,2025-12-21,Mesa
VIS000699,M00378,V0302,Happy Aqua World,Water Park,2025-12-14,Provo
VIS000700,M00379,V0132,Rainbow Swing Away,Batting Cages,2025-12-09,Dallas
VIS000701,M00381,V0332,Happy Water Park,Water Park,2025-06-26,Idaho Falls
VIS000702,M00383,V0289,Star Fun Park,Amusement Park,2026-01-07,San Antonio
VIS000703,M00386,V0105,Wild Theme Park,Amusement Park,2026-03-27,Dallas
VIS000704,M00390,V0043,Silver Splash Pad,Splash Pad,2025-09-11,Salt Lake City
VIS000705,M00390,V0043,Silver Splash Pad,Splash Pad,2025-12-07,Salt Lake City
VIS000706,M00390,V0036,Fun Putt-Putt,Mini Golf,2026-03-06,Salt Lake City
VIS000707,M00390,V0043,Silver Splash Pad,Splash Pad,2026-03-19,Salt Lake City
VIS000708,M00393,V0198,Fun Bounce House,Trampoline Park,2025-12-28,Austin
VIS000709,M00393,V0198,Fun Bounce House,Trampoline Park,2025-12-30,Austin
VIS000710,M00399,V0371,Happy Tag Arena,Laser Tag,2025-09-16,Fort Worth
VIS000711,M00399,V0371,Happy Tag Arena,Laser Tag,2025-09-23,Fort Worth
VIS000712,M00399,V0368,Big Escape Room,Escape Room,2025-10-04,Fort Worth
VIS000713,M00399,V0359,Cool Garden Park,Botanical Garden,2025-10-16,Fort Worth
VIS000714,M00399,V0354,Lucky Film Center,Movie Theater,2025-11-05,Fort Worth
VIS000715,M00399,V0364,Big Zoo,Zoo,2025-12-23,Fort Worth
VIS000716,M00399,V0368,Big Escape Room,Escape Room,2026-03-07,Fort Worth
VIS000717,M00400,V0078,Grand Science Center,Science Center,2025-10-23,Phoenix
VIS000718,M00400,V0073,Lucky Safari Zone,Wildlife Park,2025-11-01,Phoenix
VIS000719,M00400,V0048,Super Wildlife Center,Zoo,2025-11-06,Phoenix
VIS000720,M00400,V0060,Adventure Botanical Garden,Botanical Garden,2025-11-19,Phoenix
VIS000721,M00400,V0092,Family Jump Zone,Trampoline Park,2026-02-14,Phoenix
VIS000722,M00400,V0083,Sunny Water Park,Water Park,2026-03-06,Phoenix
VIS000723,M00401,V0096,Wild Aquarium,Aquarium,2026-01-16,Phoenix
VIS000724,M00401,V0050,Lucky Arcade,Arcade,2026-01-22,Phoenix
VIS000725,M00402,V0345,Adventure Trampoline Park,Trampoline Park,2025-10-08,El Paso
VIS000726,M00402,V0341,Adventure Garden Park,Botanical Garden,2025-10-25,El Paso
VIS000727,M00402,V0351,Rainbow Movie House,Movie Theater,2025-12-03,El Paso
VIS000728,M00402,V0340,Rainbow Garden Park,Botanical Garden,2026-02-13,El Paso
VIS000729,M00402,V0353,Little Aqua World,Water Park,2026-02-23,El Paso
VIS000730,M00402,V0339,Star Amusement Park,Amusement Park,2026-03-17,El Paso
VIS000731,M00405,V0078,Grand Science Center,Science Center,2025-10-02,Phoenix
VIS000732,M00405,V0078,Grand Science Center,Science Center,2025-10-12,Phoenix
VIS000733,M00405,V0086,Super Heritage Center,Museum,2025-12-23,Phoenix
VIS000734,M00405,V0052,Star Safari Zone,Wildlife Park,2026-04-10,Phoenix
VIS000735,M00408,V0209,Cool Game Zone,Arcade,2025-11-25,Austin
VIS000736,M00408,V0198,Fun Bounce House,Trampoline Park,2025-12-16,Austin
VIS000737,M00408,V0209,Cool Game Zone,Arcade,2026-01-16,Austin
VIS000738,M00410,V0148,Wild Skating Center,Ice Skating,2025-09-09,Houston
VIS000739,M00410,V0148,Wild Skating Center,Ice Skating,2025-09-11,Houston
VIS000740,M00410,V0147,Magic Climbing Gym,Rock Climbing,2025-09-28,Houston
VIS000741,M00410,V0172,Grand Safari Zone,Wildlife Park,2025-10-11,Houston
VIS000742,M00410,V0163,Golden Ice Palace,Ice Skating,2025-12-20,Houston
VIS000743,M00410,V0148,Wild Skating Center,Ice Skating,2026-01-08,Houston
VIS000744,M00410,V0165,Rainbow Escape Room,Escape Room,2026-01-13,Houston
VIS000745,M00410,V0185,Royal Laser Quest,Laser Tag,2026-01-13,Houston
VIS000746,M00413,V0293,Little Swing Away,Batting Cages,2025-09-24,Provo
VIS000747,M00415,V0141,Family Climbing Gym,Rock Climbing,2025-10-13,Dallas
VIS000748,M00417,V0329,Silver Speedway,Go-Karts,2025-10-01,Idaho Falls
VIS000749,M00417,V0335,Family Rock Wall,Rock Climbing,2025-10-03,Idaho Falls
VIS000750,M00417,V0329,Silver Speedway,Go-Karts,2025-10-27,Idaho Falls
VIS000751,M00418,V0043,Silver Splash Pad,Splash Pad,2025-08-06,Salt Lake City
VIS000752,M00418,V0032,Grand Garden Park,Botanical Garden,2025-08-07,Salt Lake City
VIS000753,M00418,V0037,Lucky Botanical Garden,Botanical Garden,2025-11-06,Salt Lake City
VIS000754,M00418,V0029,Rainbow Climbing Gym,Rock Climbing,2026-01-24,Salt Lake City
VIS000755,M00418,V0045,Royal Tag Arena,Laser Tag,2026-01-28,Salt Lake City
VIS000756,M00418,V0041,Sunny Arcade,Arcade,2026-02-08,Salt Lake City
VIS000757,M00418,V0043,Silver Splash Pad,Splash Pad,2026-03-04,Salt Lake City
VIS000758,M00421,V0141,Family Climbing Gym,Rock Climbing,2025-09-29,Dallas
VIS000759,M00421,V0129,Royal Science Center,Science Center,2025-10-22,Dallas
VIS000760,M00421,V0120,Lucky Putt-Putt,Mini Golf,2026-01-22,Dallas
VIS000761,M00421,V0119,Royal Speedway,Go-Karts,2026-02-17,Dallas
VIS000762,M00421,V0103,Happy Theme Park,Amusement Park,2026-04-01,Dallas
VIS000763,M00422,V0276,Cool Mystery Room,Escape Room,2026-04-09,San Antonio
VIS000764,M00425,V0007,Adventure Amusement Park,Amusement Park,2026-02-25,Salt Lake City
VIS000765,M00426,V0224,Big Lanes,Bowling,2025-10-08,Boise
VIS000766,M00426,V0231,Little Jump Zone,Trampoline Park,2025-10-24,Boise
VIS000767,M00426,V0224,Big Lanes,Bowling,2025-12-20,Boise
VIS000768,M00426,V0239,Rainbow Golf Garden,Mini Golf,2026-02-12,Boise
VIS000769,M00426,V0227,Lucky Ice Rink,Ice Skating,2026-02-13,Boise
VIS000770,M00426,V0239,Rainbow Golf Garden,Mini Golf,2026-03-04,Boise
VIS000771,M00426,V0234,Adventure Garden Park,Botanical Garden,2026-03-11,Boise
VIS000772,M00426,V0227,Lucky Ice Rink,Ice Skating,2026-04-03,Boise
VIS000773,M00429,V0271,Epic Puzzle House,Escape Room,2025-08-31,San Antonio
VIS000774,M00429,V0288,Happy Swing Away,Batting Cages,2026-02-21,San Antonio
VIS000775,M00429,V0282,Happy Garden Park,Botanical Garden,2026-04-08,San Antonio
VIS000776,M00429,V0282,Happy Garden Park,Botanical Garden,2026-04-08,San Antonio
VIS000777,M00432,V0043,Silver Splash Pad,Splash Pad,2025-09-17,Salt Lake City
VIS000778,M00432,V0034,Lucky Amusement Park,Amusement Park,2025-10-13,Salt Lake City
VIS000779,M00432,V0031,Adventure Garden Park,Botanical Garden,2025-12-25,Salt Lake City
VIS000780,M00432,V0031,Adventure Garden Park,Botanical Garden,2026-01-07,Salt Lake City
VIS000781,M00432,V0043,Silver Splash Pad,Splash Pad,2026-03-27,Salt Lake City
VIS000782,M00432,V0020,Sunny Amusement Park,Amusement Park,2026-04-09,Salt Lake City
VIS000783,M00433,V0175,Adventure Speedway,Go-Karts,2026-02-15,Houston
VIS000784,M00434,V0078,Grand Science Center,Science Center,2026-03-01,Phoenix
VIS000785,M00437,V0036,Fun Putt-Putt,Mini Golf,2026-01-28,Salt Lake City
VIS000786,M00438,V0237,Silver Fun Park,Amusement Park,2025-09-17,Boise
VIS000787,M00438,V0242,Little Wildlife Center,Zoo,2025-10-13,Boise
VIS000788,M00438,V0231,Little Jump Zone,Trampoline Park,2025-10-16,Boise
VIS000789,M00438,V0229,Happy STEM World,Science Center,2025-10-19,Boise
VIS000790,M00438,V0236,Magic Bounce House,Trampoline Park,2025-12-05,Boise
VIS000791,M00438,V0229,Happy STEM World,Science Center,2025-12-11,Boise
VIS000792,M00438,V0224,Big Lanes,Bowling,2025-12-12,Boise
VIS000793,M00438,V0239,Rainbow Golf Garden,Mini Golf,2025-12-23,Boise
VIS000794,M00438,V0229,Happy STEM World,Science Center,2026-04-10,Boise
VIS000795,M00439,V0097,Wild Wildlife Center,Zoo,2025-10-14,Phoenix
VIS000796,M00439,V0097,Wild Wildlife Center,Zoo,2025-11-16,Phoenix
VIS000797,M00439,V0066,Family Golf Garden,Mini Golf,2025-12-17,Phoenix
VIS000798,M00439,V0081,Adventure STEM World,Science Center,2026-02-09,Phoenix
VIS000799,M00439,V0048,Super Wildlife Center,Zoo,2026-03-09,Phoenix
VIS000800,M00439,V0081,Adventure STEM World,Science Center,2026-03-27,Phoenix
VIS000801,M00439,V0097,Wild Wildlife Center,Zoo,2026-04-01,Phoenix
VIS000802,M00442,V0239,Rainbow Golf Garden,Mini Golf,2025-06-21,Boise
VIS000803,M00444,V0301,Royal Batting Cages,Batting Cages,2026-04-09,Provo
VIS000804,M00446,V0044,Little Putt-Putt,Mini Golf,2026-01-03,Salt Lake City
VIS000805,M00447,V0165,Rainbow Escape Room,Escape Room,2025-10-24,Houston
VIS000806,M00447,V0165,Rainbow Escape Room,Escape Room,2026-02-14,Houston
VIS000807,M00448,V0020,Sunny Amusement Park,Amusement Park,2026-03-27,Salt Lake City
VIS000808,M00449,V0180,Sunny Cinema,Movie Theater,2025-09-14,Houston
VIS000809,M00449,V0155,Family Nature Center,Botanical Garden,2025-10-06,Houston
VIS000810,M00449,V0152,Golden Fun Park,Amusement Park,2025-10-24,Houston
VIS000811,M00449,V0180,Sunny Cinema,Movie Theater,2025-11-14,Houston
VIS000812,M00449,V0179,Super Mini Golf,Mini Golf,2025-11-25,Houston
VIS000813,M00449,V0176,Magic Bowling,Bowling,2025-12-12,Houston
VIS000814,M00449,V0175,Adventure Speedway,Go-Karts,2026-01-02,Houston
VIS000815,M00449,V0156,Family Arcade,Arcade,2026-01-04,Houston
VIS000816,M00449,V0180,Sunny Cinema,Movie Theater,2026-04-05,Houston
VIS000817,M00451,V0036,Fun Putt-Putt,Mini Golf,2026-03-01,Salt Lake City
VIS000818,M00453,V0044,Little Putt-Putt,Mini Golf,2025-06-03,Salt Lake City
VIS000819,M00453,V0036,Fun Putt-Putt,Mini Golf,2025-06-10,Salt Lake City
VIS000820,M00453,V0034,Lucky Amusement Park,Amusement Park,2025-07-24,Salt Lake City
VIS000821,M00453,V0044,Little Putt-Putt,Mini Golf,2025-07-28,Salt Lake City
VIS000822,M00453,V0034,Lucky Amusement Park,Amusement Park,2025-08-09,Salt Lake City
VIS000823,M00453,V0027,Fun Ocean World,Aquarium,2025-09-09,Salt Lake City
VIS000824,M00453,V0006,Silver Botanical Garden,Botanical Garden,2025-09-19,Salt Lake City
VIS000825,M00453,V0027,Fun Ocean World,Aquarium,2025-12-06,Salt Lake City
VIS000826,M00453,V0034,Lucky Amusement Park,Amusement Park,2026-04-08,Salt Lake City
VIS000827,M00453,V0030,Royal Spray Park,Splash Pad,2026-04-09,Salt Lake City
VIS000828,M00456,V0351,Rainbow Movie House,Movie Theater,2025-09-22,El Paso
VIS000829,M00456,V0350,Grand Game Zone,Arcade,2025-09-25,El Paso
VIS000830,M00456,V0347,Happy Lanes,Bowling,2025-11-02,El Paso
VIS000831,M00456,V0345,Adventure Trampoline Park,Trampoline Park,2025-11-04,El Paso
VIS000832,M00456,V0340,Rainbow Garden Park,Botanical Garden,2025-11-28,El Paso
VIS000833,M00456,V0343,Big Puzzle House,Escape Room,2025-12-01,El Paso
VIS000834,M00456,V0348,Rainbow Wildlife Park,Wildlife Park,2026-01-17,El Paso
VIS000835,M00456,V0343,Big Puzzle House,Escape Room,2026-02-13,El Paso
VIS000836,M00457,V0060,Adventure Botanical Garden,Botanical Garden,2025-11-27,Phoenix
VIS000837,M00457,V0060,Adventure Botanical Garden,Botanical Garden,2025-12-27,Phoenix
VIS000838,M00457,V0096,Wild Aquarium,Aquarium,2026-03-02,Phoenix
VIS000839,M00458,V0308,Big Aquarium,Aquarium,2025-10-19,Mesa
VIS000840,M00459,V0239,Rainbow Golf Garden,Mini Golf,2026-02-15,Boise
VIS000841,M00460,V0049,Super Aquarium,Aquarium,2026-01-05,Phoenix
VIS000842,M00461,V0105,Wild Theme Park,Amusement Park,2025-07-16,Dallas
VIS000843,M00461,V0129,Royal Science Center,Science Center,2025-07-23,Dallas
VIS000844,M00461,V0105,Wild Theme Park,Amusement Park,2025-08-08,Dallas
VIS000845,M00461,V0105,Wild Theme Park,Amusement Park,2025-12-01,Dallas
VIS000846,M00462,V0250,Big Wildlife Park,Wildlife Park,2025-12-15,Tucson
VIS000847,M00462,V0250,Big Wildlife Park,Wildlife Park,2026-02-23,Tucson
VIS000848,M00463,V0305,Adventure Splash Pad,Splash Pad,2025-10-07,Provo
VIS000849,M00463,V0305,Adventure Splash Pad,Splash Pad,2025-11-05,Provo
VIS000850,M00463,V0305,Adventure Splash Pad,Splash Pad,2026-01-07,Provo
VIS000851,M00464,V0040,Super Wildlife Park,Wildlife Park,2025-12-01,Salt Lake City
VIS000852,M00466,V0015,Super Escape Room,Escape Room,2025-09-21,Salt Lake City
VIS000853,M00466,V0028,Mega Museum,Museum,2025-09-22,Salt Lake City
VIS000854,M00466,V0023,Big Wildlife Park,Wildlife Park,2025-10-13,Salt Lake City
VIS000855,M00466,V0016,Grand Skating Center,Ice Skating,2025-11-17,Salt Lake City
VIS000856,M00466,V0014,Family Play Palace,Arcade,2026-02-05,Salt Lake City
VIS000857,M00466,V0028,Mega Museum,Museum,2026-02-09,Salt Lake City
VIS000858,M00466,V0039,Cool Escape Room,Escape Room,2026-02-16,Salt Lake City
VIS000859,M00467,V0108,Mega Discovery Lab,Science Center,2025-09-20,Dallas
VIS000860,M00467,V0116,Wild Ice Palace,Ice Skating,2026-03-18,Dallas
VIS000861,M00468,V0031,Adventure Garden Park,Botanical Garden,2026-04-03,Salt Lake City
VIS000862,M00469,V0248,Golden Movie House,Movie Theater,2026-04-09,Tucson
VIS000863,M00470,V0099,Golden Water Park,Water Park,2025-07-24,Dallas
VIS000864,M00470,V0099,Golden Water Park,Water Park,2025-08-22,Dallas
VIS000865,M00470,V0121,Super Lanes,Bowling,2025-09-02,Dallas
VIS000866,M00470,V0118,Silver Golf Garden,Mini Golf,2025-09-16,Dallas
VIS000867,M00470,V0117,Sunny Ice Rink,Ice Skating,2025-09-27,Dallas
VIS000868,M00470,V0118,Silver Golf Garden,Mini Golf,2026-01-01,Dallas
VIS000869,M00470,V0118,Silver Golf Garden,Mini Golf,2026-02-04,Dallas
VIS000870,M00470,V0121,Super Lanes,Bowling,2026-02-27,Dallas
VIS000871,M00471,V0020,Sunny Amusement Park,Amusement Park,2025-07-13,Salt Lake City
VIS000872,M00471,V0026,Silver Nature Reserve,Wildlife Park,2025-08-02,Salt Lake City
VIS000873,M00471,V0038,Adventure Cinema,Movie Theater,2025-08-05,Salt Lake City
VIS000874,M00471,V0020,Sunny Amusement Park,Amusement Park,2025-08-06,Salt Lake City
VIS000875,M00471,V0006,Silver Botanical Garden,Botanical Garden,2025-09-18,Salt Lake City
VIS000876,M00471,V0019,Cool Botanical Garden,Botanical Garden,2025-09-19,Salt Lake City
VIS000877,M00471,V0011,Royal Heritage Center,Museum,2025-09-24,Salt Lake City
VIS000878,M00471,V0039,Cool Escape Room,Escape Room,2025-11-09,Salt Lake City
VIS000879,M00471,V0026,Silver Nature Reserve,Wildlife Park,2025-12-05,Salt Lake City
VIS000880,M00471,V0038,Adventure Cinema,Movie Theater,2025-12-19,Salt Lake City
VIS000881,M00471,V0035,Little Aqua World,Water Park,2025-12-22,Salt Lake City
VIS000882,M00471,V0042,Sunny Cinema,Movie Theater,2026-01-25,Salt Lake City
VIS000883,M00471,V0025,Sunny Ocean World,Aquarium,2026-02-07,Salt Lake City
VIS000884,M00471,V0025,Sunny Ocean World,Aquarium,2026-03-08,Salt Lake City
VIS000885,M00471,V0034,Lucky Amusement Park,Amusement Park,2026-03-27,Salt Lake City
VIS000886,M00471,V0009,Mega Go-Karts,Go-Karts,2026-03-28,Salt Lake City
VIS000887,M00471,V0018,Super Theme Park,Amusement Park,2026-04-07,Salt Lake City
VIS000888,M00472,V0081,Adventure STEM World,Science Center,2025-08-07,Phoenix
VIS000889,M00472,V0073,Lucky Safari Zone,Wildlife Park,2025-09-08,Phoenix
VIS000890,M00472,V0072,Super Water Play,Splash Pad,2025-09-18,Phoenix
VIS000891,M00472,V0048,Super Wildlife Center,Zoo,2025-11-09,Phoenix
VIS000892,M00472,V0066,Family Golf Garden,Mini Golf,2025-11-09,Phoenix
VIS000893,M00472,V0092,Family Jump Zone,Trampoline Park,2025-11-28,Phoenix
VIS000894,M00472,V0054,Happy Rock Wall,Rock Climbing,2025-11-29,Phoenix
VIS000895,M00472,V0096,Wild Aquarium,Aquarium,2025-12-02,Phoenix
VIS000896,M00472,V0086,Super Heritage Center,Museum,2025-12-07,Phoenix
VIS000897,M00472,V0060,Adventure Botanical Garden,Botanical Garden,2026-02-05,Phoenix
VIS000898,M00472,V0072,Super Water Play,Splash Pad,2026-02-24,Phoenix
VIS000899,M00472,V0082,Mega Escape Room,Escape Room,2026-03-15,Phoenix
VIS000900,M00472,V0049,Super Aquarium,Aquarium,2026-04-08,Phoenix
VIS000901,M00473,V0036,Fun Putt-Putt,Mini Golf,2025-07-11,Salt Lake City
VIS000902,M00473,V0036,Fun Putt-Putt,Mini Golf,2025-08-18,Salt Lake City
VIS000903,M00473,V0023,Big Wildlife Park,Wildlife Park,2025-08-24,Salt Lake City
VIS000904,M00473,V0023,Big Wildlife Park,Wildlife Park,2025-08-28,Salt Lake City
VIS000905,M00473,V0012,Super Ice Palace,Ice Skating,2026-01-31,Salt Lake City
VIS000906,M00473,V0024,Royal Ice Rink,Ice Skating,2026-04-11,Salt Lake City
VIS000907,M00474,V0202,Little Swing Away,Batting Cages,2026-03-26,Austin
VIS000908,M00475,V0133,Sunny Rock Wall,Rock Climbing,2025-09-17,Dallas
VIS000909,M00475,V0133,Sunny Rock Wall,Rock Climbing,2025-10-08,Dallas
VIS000910,M00475,V0133,Sunny Rock Wall,Rock Climbing,2025-11-23,Dallas
VIS000911,M00475,V0129,Royal Science Center,Science Center,2026-01-03,Dallas
VIS000912,M00476,V0049,Super Aquarium,Aquarium,2025-09-06,Phoenix
VIS000913,M00476,V0049,Super Aquarium,Aquarium,2025-10-27,Phoenix
VIS000914,M00476,V0084,Epic Spray Park,Splash Pad,2025-11-27,Phoenix
VIS000915,M00476,V0090,Fun Play Palace,Arcade,2025-11-28,Phoenix
VIS000916,M00476,V0084,Epic Spray Park,Splash Pad,2026-03-13,Phoenix
VIS000917,M00479,V0312,Adventure Jump Zone,Trampoline Park,2025-08-28,Mesa
VIS000918,M00479,V0314,Family Amusement Park,Amusement Park,2026-01-09,Mesa
VIS000919,M00480,V0211,Fun Sea Life Center,Aquarium,2025-09-10,Austin
VIS000920,M00480,V0211,Fun Sea Life Center,Aquarium,2025-10-07,Austin
VIS000921,M00480,V0189,Rainbow Discovery Lab,Science Center,2026-02-15,Austin
VIS000922,M00480,V0219,Star Amusement Park,Amusement Park,2026-03-21,Austin
VIS000923,M00481,V0020,Sunny Amusement Park,Amusement Park,2025-07-04,Salt Lake City
VIS000924,M00482,V0269,Royal Game Zone,Arcade,2025-10-22,San Antonio
VIS000925,M00482,V0286,Golden Ocean World,Aquarium,2025-12-01,San Antonio
VIS000926,M00482,V0279,Royal Escape Room,Escape Room,2026-01-16,San Antonio
VIS000927,M00482,V0269,Royal Game Zone,Arcade,2026-02-06,San Antonio
VIS000928,M00482,V0279,Royal Escape Room,Escape Room,2026-03-04,San Antonio
VIS000929,M00483,V0240,Super Jump Zone,Trampoline Park,2025-06-08,Boise
VIS000930,M00484,V0036,Fun Putt-Putt,Mini Golf,2025-11-23,Salt Lake City
VIS000931,M00484,V0036,Fun Putt-Putt,Mini Golf,2026-01-02,Salt Lake City
VIS000932,M00486,V0007,Adventure Amusement Park,Amusement Park,2025-11-08,Salt Lake City
VIS000933,M00486,V0025,Sunny Ocean World,Aquarium,2025-11-14,Salt Lake City
VIS000934,M00486,V0025,Sunny Ocean World,Aquarium,2025-11-28,Salt Lake City
VIS000935,M00486,V0007,Adventure Amusement Park,Amusement Park,2025-12-02,Salt Lake City
VIS000936,M00486,V0026,Silver Nature Reserve,Wildlife Park,2026-01-01,Salt Lake City
VIS000937,M00487,V0038,Adventure Cinema,Movie Theater,2026-04-03,Salt Lake City
VIS000938,M00488,V0165,Rainbow Escape Room,Escape Room,2026-04-01,Houston
VIS000939,M00489,V0353,Little Aqua World,Water Park,2025-07-29,El Paso
VIS000940,M00489,V0346,Golden Putt-Putt,Mini Golf,2025-12-02,El Paso
VIS000941,M00489,V0341,Adventure Garden Park,Botanical Garden,2025-12-06,El Paso
VIS000942,M00489,V0348,Rainbow Wildlife Park,Wildlife Park,2025-12-16,El Paso
VIS000943,M00489,V0339,Star Amusement Park,Amusement Park,2025-12-20,El Paso
VIS000944,M00489,V0353,Little Aqua World,Water Park,2026-01-05,El Paso
VIS000945,M00489,V0342,Adventure Amusement Park,Amusement Park,2026-01-11,El Paso
VIS000946,M00489,V0340,Rainbow Garden Park,Botanical Garden,2026-01-26,El Paso
VIS000947,M00489,V0350,Grand Game Zone,Arcade,2026-02-06,El Paso
VIS000948,M00489,V0346,Golden Putt-Putt,Mini Golf,2026-02-11,El Paso
VIS000949,M00489,V0350,Grand Game Zone,Arcade,2026-03-17,El Paso
VIS000950,M00489,V0345,Adventure Trampoline Park,Trampoline Park,2026-04-05,El Paso
VIS000951,M00492,V0043,Silver Splash Pad,Splash Pad,2026-02-15,Salt Lake City
VIS000952,M00494,V0049,Super Aquarium,Aquarium,2025-11-13,Phoenix
VIS000953,M00494,V0049,Super Aquarium,Aquarium,2025-11-16,Phoenix
VIS000954,M00494,V0049,Super Aquarium,Aquarium,2025-12-10,Phoenix
VIS000955,M00494,V0049,Super Aquarium,Aquarium,2026-03-05,Phoenix
VIS000956,M00495,V0314,Family Amusement Park,Amusement Park,2025-11-10,Mesa
VIS000957,M00495,V0314,Family Amusement Park,Amusement Park,2026-02-16,Mesa
VIS000958,M00498,V0259,Mega Boulder Zone,Rock Climbing,2026-02-16,Tucson
VIS000959,M00499,V0177,Big Fun Park,Amusement Park,2025-06-14,Houston
VIS000960,M00499,V0169,Royal Tag Arena,Laser Tag,2025-08-06,Houston
VIS000961,M00499,V0177,Big Fun Park,Amusement Park,2025-08-10,Houston
VIS000962,M00499,V0177,Big Fun Park,Amusement Park,2025-09-18,Houston
VIS000963,M00499,V0169,Royal Tag Arena,Laser Tag,2025-11-19,Houston
VIS000964,M00499,V0156,Family Arcade,Arcade,2026-03-13,Houston
VIS000965,M00500,V0038,Adventure Cinema,Movie Theater,2025-10-02,Salt Lake City
VIS000966,M00502,V0021,Cool Museum,Museum,2025-11-02,Salt Lake City
VIS000967,M00504,V0036,Fun Putt-Putt,Mini Golf,2025-08-20,Salt Lake City
VIS000968,M00504,V0045,Royal Tag Arena,Laser Tag,2025-08-25,Salt Lake City
VIS000969,M00504,V0035,Little Aqua World,Water Park,2025-09-15,Salt Lake City
VIS000970,M00504,V0003,Super Garden Park,Botanical Garden,2025-10-23,Salt Lake City
VIS000971,M00504,V0018,Super Theme Park,Amusement Park,2025-12-14,Salt Lake City
VIS000972,M00504,V0024,Royal Ice Rink,Ice Skating,2025-12-20,Salt Lake City
VIS000973,M00504,V0045,Royal Tag Arena,Laser Tag,2026-03-02,Salt Lake City
VIS000974,M00504,V0003,Super Garden Park,Botanical Garden,2026-03-22,Salt Lake City
