snapshot_date,member_id,total_visits,last_visit_date,segment
2026-02-28,M00768,9,2026-02-01,In the Zone
2026-02-28,M00769,10,2026-02-10,In the Zone
2026-02-28,M00770,0,,Ghost
2026-02-28,M00771,0,,Ghost
2026-02-28,M00772,1,2025-10-18,One-and-Done
2026-02-28,M00773,0,,New Member
2026-02-28,M00774,1,2026-01-08,One-and-Done
2026-02-28,M00775,1,2026-02-10,New Member
2026-02-28,M00776,0,,Ghost
2026-02-28,M00778,6,2026-02-06,In the Zone
2026-02-28,M00779,0,,Ghost
2026-02-28,M00780,6,2026-02-14,In the Zone
2026-02-28,M00781,0,,Ghost
2026-02-28,M00782,1,2025-11-04,One-and-Done
2026-02-28,M00783,4,2026-01-16,In the Zone
2026-02-28,M00784,3,2026-01-08,Approaching Threshold
2026-02-28,M00786,0,,Ghost
2026-02-28,M00787,6,2026-02-20,In the Zone
2026-02-28,M00789,2,2026-02-24,Approaching Threshold
2026-02-28,M00790,0,,Ghost
2026-02-28,M00791,1,2025-10-23,One-and-Done
2026-02-28,M00792,0,,New Member
2026-02-28,M00793,0,,Ghost
2026-02-28,M00794,0,,Ghost
2026-02-28,M00795,1,2025-08-31,One-and-Done
2026-02-28,M00796,0,,New Member
2026-02-28,M00799,1,2025-07-19,One-and-Done
2026-02-28,M00801,0,,Ghost
2026-02-28,M00803,1,2025-12-22,One-and-Done
2026-02-28,M00804,0,,Ghost
2026-02-28,M00805,4,2026-01-10,In the Zone
2026-02-28,M00806,0,,Ghost
2026-02-28,M00807,2,2026-02-04,Approaching Threshold
2026-02-28,M00809,4,2026-02-10,In the Zone
2026-02-28,M00810,1,2025-12-25,One-and-Done
2026-02-28,M00811,6,2026-02-14,In the Zone
2026-02-28,M00812,9,2026-01-23,In the Zone
2026-02-28,M00813,2,2026-02-11,Approaching Threshold
2026-02-28,M00814,0,,Ghost
2026-02-28,M00815,0,,Ghost
2026-02-28,M00816,0,,Ghost
2026-02-28,M00818,0,,Ghost
2026-02-28,M00819,0,,Ghost
2026-02-28,M00820,0,,Ghost
2026-02-28,M00821,0,,Ghost
2026-02-28,M00822,2,2026-02-16,Approaching Threshold
2026-02-28,M00825,11,2026-02-11,Power User
2026-02-28,M00826,1,2025-08-09,One-and-Done
2026-02-28,M00827,1,2026-02-04,New Member
2026-02-28,M00828,2,2026-02-25,Approaching Threshold
2026-02-28,M00829,0,,Ghost
2026-02-28,M00830,0,,Ghost
2026-02-28,M00831,0,,Ghost
2026-02-28,M00832,4,2026-01-31,In the Zone
2026-02-28,M00833,1,2025-10-07,One-and-Done
2026-02-28,M00834,1,2025-08-21,One-and-Done
2026-02-28,M00835,1,2026-01-31,New Member
2026-02-28,M00836,1,2025-11-27,One-and-Done
2026-02-28,M00837,0,,Ghost
2026-02-28,M00838,1,2026-01-26,New Member
2026-02-28,M00840,2,2026-01-30,Approaching Threshold
2026-02-28,M00841,0,,Ghost
2026-02-28,M00842,0,,Ghost
2026-02-28,M00843,0,,Ghost
2026-02-28,M00844,1,2025-07-23,One-and-Done
2026-02-28,M00845,13,2026-02-16,Power User
2026-02-28,M00846,0,,Ghost
2026-02-28,M00847,4,2026-02-23,In the Zone
2026-02-28,M00848,1,2025-05-30,One-and-Done
2026-02-28,M00849,1,2026-01-19,New Member
2026-02-28,M00850,7,2025-12-23,In the Zone
2026-03-07,M00001,0,,New Member
2026-03-07,M00002,1,2026-02-28,New Member
2026-03-07,M00003,0,,Ghost
2026-03-07,M00004,0,,Ghost
2026-03-07,M00005,0,,Ghost
2026-03-07,M00006,4,2026-02-26,In the Zone
2026-03-07,M00007,3,2026-01-07,Approaching Threshold
2026-03-07,M00008,1,2026-02-26,New Member
2026-03-07,M00009,0,,Ghost
2026-03-07,M00010,0,,Ghost
2026-03-07,M00011,1,2026-02-20,New Member
2026-03-07,M00012,3,2026-02-27,Approaching Threshold
2026-03-07,M00014,0,,New Member
2026-03-07,M00015,0,,Ghost
2026-03-07,M00016,3,2026-02-28,Approaching Threshold
2026-03-07,M00017,0,,New Member
2026-03-07,M00018,2,2026-02-28,Approaching Threshold
2026-03-07,M00019,2,2026-01-09,Approaching Threshold
2026-03-07,M00020,0,,Ghost
2026-03-07,M00021,0,,Ghost
2026-03-07,M00022,1,2025-07-15,One-and-Done
2026-03-07,M00023,5,2026-03-07,In the Zone
2026-03-07,M00024,0,,Ghost
2026-03-07,M00025,0,,Ghost
2026-03-07,M00026,5,2026-01-01,In the Zone
2026-03-07,M00027,0,,Ghost
2026-03-07,M00028,0,,Ghost
2026-03-07,M00029,2,2025-12-22,Approaching Threshold
2026-03-07,M00030,6,2026-01-28,In the Zone
2026-03-07,M00031,4,2026-02-21,In the Zone
2026-03-07,M00032,1,2026-01-31,New Member
2026-03-07,M00033,0,,Ghost
2026-03-07,M00034,2,2026-03-06,Approaching Threshold
2026-03-07,M00035,0,,Ghost
2026-03-07,M00036,0,,New Member
2026-03-07,M00037,0,,Ghost
2026-03-07,M00038,0,,New Member
2026-03-07,M00040,4,2026-02-15,In the Zone
2026-03-07,M00041,2,2026-03-03,Approaching Threshold
2026-03-07,M00042,1,2025-10-31,One-and-Done
2026-03-07,M00043,0,,Ghost
2026-03-07,M00044,0,,Ghost
2026-03-07,M00045,1,2025-07-20,One-and-Done
2026-03-07,M00046,1,2025-06-13,One-and-Done
2026-03-07,M00047,4,2025-11-13,In the Zone
2026-03-07,M00048,7,2026-02-17,In the Zone
2026-03-07,M00049,0,,Ghost
2026-03-07,M00050,7,2026-02-19,In the Zone
2026-03-07,M00051,5,2026-02-28,In the Zone
2026-03-07,M00053,0,,Ghost
2026-03-07,M00054,0,,Ghost
2026-03-07,M00055,3,2026-02-09,Approaching Threshold
2026-03-07,M00056,3,2026-02-06,Approaching Threshold
2026-03-07,M00057,0,,Ghost
2026-03-07,M00058,0,,New Member
2026-03-07,M00059,0,,Ghost
2026-03-07,M00060,5,2026-02-03,In the Zone
2026-03-07,M00061,4,2026-02-07,In the Zone
2026-03-07,M00062,0,,Ghost
2026-03-07,M00063,2,2025-12-17,Approaching Threshold
2026-03-07,M00064,2,2025-12-31,Approaching Threshold
2026-03-07,M00065,7,2026-03-02,In the Zone
2026-03-07,M00066,0,,Ghost
2026-03-07,M00067,3,2026-02-18,Approaching Threshold
2026-03-07,M00068,1,2025-08-29,One-and-Done
2026-03-07,M00069,0,,Ghost
2026-03-07,M00070,0,,Ghost
2026-03-07,M00071,2,2026-01-23,Approaching Threshold
2026-03-07,M00072,1,2026-01-29,New Member
2026-03-07,M00073,0,,Ghost
2026-03-07,M00074,0,,Ghost
2026-03-07,M00075,7,2026-02-04,In the Zone
2026-03-07,M00076,5,2025-12-09,In the Zone
2026-03-07,M00077,0,,New Member
2026-03-07,M00078,1,2026-02-25,New Member
2026-03-07,M00079,0,,Ghost
2026-03-07,M00080,0,,Ghost
2026-03-07,M00081,1,2025-11-12,One-and-Done
2026-03-07,M00082,1,2026-02-14,New Member
2026-03-07,M00083,7,2026-02-23,In the Zone
2026-03-07,M00084,7,2026-02-02,In the Zone
2026-03-07,M00087,1,2026-01-17,One-and-Done
2026-03-07,M00088,0,,New Member
2026-03-07,M00090,0,,Ghost
2026-03-07,M00091,2,2026-02-03,Approaching Threshold
2026-03-07,M00092,8,2026-02-28,In the Zone
2026-03-07,M00093,1,2025-10-21,One-and-Done
2026-03-07,M00094,0,,Ghost
2026-03-07,M00095,0,,New Member
2026-03-07,M00096,1,2025-06-28,One-and-Done
2026-03-07,M00098,4,2026-02-07,In the Zone
2026-03-07,M00099,4,2025-12-14,In the Zone
2026-03-07,M00100,0,,Ghost
2026-03-07,M00101,0,,Ghost
2026-03-07,M00102,0,,New Member
2026-03-07,M00103,0,,Ghost
2026-03-07,M00104,0,,Ghost
2026-03-07,M00105,0,,Ghost
2026-03-07,M00107,0,,New Member
2026-03-07,M00109,0,,Ghost
2026-03-07,M00112,0,,Ghost
2026-03-07,M00113,3,2026-02-19,Approaching Threshold
2026-03-07,M00114,0,,Ghost
2026-03-07,M00115,10,2026-02-02,In the Zone
2026-03-07,M00116,0,,Ghost
2026-03-07,M00117,0,,Ghost
2026-03-07,M00118,0,,Ghost
2026-03-07,M00119,0,,Ghost
2026-03-07,M00120,2,2026-02-23,Approaching Threshold
2026-03-07,M00121,0,,Ghost
2026-03-07,M00123,0,,Ghost
2026-03-07,M00124,0,,Ghost
2026-03-07,M00125,0,,Ghost
2026-03-07,M00126,4,2026-03-03,In the Zone
2026-03-07,M00127,0,,Ghost
2026-03-07,M00128,0,,Ghost
2026-03-07,M00129,0,,New Member
2026-03-07,M00130,1,2026-01-15,One-and-Done
2026-03-07,M00131,2,2026-01-22,Approaching Threshold
2026-03-07,M00132,0,,Ghost
2026-03-07,M00133,0,,Ghost
2026-03-07,M00135,4,2026-02-13,In the Zone
2026-03-07,M00136,3,2025-12-03,Approaching Threshold
2026-03-07,M00137,0,,Ghost
2026-03-07,M00138,1,2025-11-12,One-and-Done
2026-03-07,M00139,3,2026-03-02,Approaching Threshold
2026-03-07,M00140,0,,Ghost
2026-03-07,M00141,0,,Ghost
2026-03-07,M00142,0,,Ghost
2026-03-07,M00143,0,,Ghost
2026-03-07,M00145,3,2026-01-21,Approaching Threshold
2026-03-07,M00146,1,2026-02-26,New Member
2026-03-07,M00147,0,,Ghost
2026-03-07,M00148,1,2026-01-29,New Member
2026-03-07,M00149,0,,Ghost
2026-03-07,M00150,0,,Ghost
2026-03-07,M00151,0,,Ghost
2026-03-07,M00152,0,,Ghost
2026-03-07,M00153,0,,Ghost
2026-03-07,M00154,2,2026-02-02,Approaching Threshold
2026-03-07,M00155,1,2025-12-19,One-and-Done
2026-03-07,M00156,0,,Ghost
2026-03-07,M00157,2,2026-01-10,Approaching Threshold
2026-03-07,M00158,2,2026-01-26,Approaching Threshold
2026-03-07,M00159,0,,Ghost
2026-03-07,M00160,0,,Ghost
2026-03-07,M00161,0,,New Member
2026-03-07,M00162,5,2026-02-23,In the Zone
2026-03-07,M00163,0,,Ghost
2026-03-07,M00164,0,,Ghost
2026-03-07,M00165,0,,New Member
2026-03-07,M00166,10,2026-02-26,In the Zone
2026-03-07,M00167,0,,Ghost
2026-03-07,M00168,0,,Ghost
2026-03-07,M00169,0,,Ghost
2026-03-07,M00170,2,2026-02-13,Approaching Threshold
2026-03-07,M00171,4,2026-02-25,In the Zone
2026-03-07,M00172,8,2026-02-19,In the Zone
2026-03-07,M00173,3,2026-03-04,Approaching Threshold
2026-03-07,M00175,3,2026-03-05,Approaching Threshold
2026-03-07,M00176,0,,Ghost
2026-03-07,M00177,0,,Ghost
2026-03-07,M00179,10,2026-02-11,In the Zone
2026-03-07,M00180,0,,Ghost
2026-03-07,M00181,2,2025-12-21,Approaching Threshold
2026-03-07,M00182,7,2025-12-27,In the Zone
2026-03-07,M00184,3,2025-10-09,Approaching Threshold
2026-03-07,M00185,4,2026-01-29,In the Zone
2026-03-07,M00186,2,2026-01-17,Approaching Threshold
2026-03-07,M00187,4,2026-01-12,In the Zone
2026-03-07,M00188,2,2025-11-26,Approaching Threshold
2026-03-07,M00191,0,,Ghost
2026-03-07,M00192,1,2025-11-05,One-and-Done
2026-03-07,M00193,4,2026-02-09,In the Zone
2026-03-07,M00194,1,2025-05-19,One-and-Done
2026-03-07,M00195,5,2025-11-12,In the Zone
2026-03-07,M00196,0,,Ghost
2026-03-07,M00197,1,2026-01-10,One-and-Done
2026-03-07,M00198,5,2026-02-06,In the Zone
2026-03-07,M00199,2,2026-03-03,Approaching Threshold
2026-03-07,M00200,0,,Ghost
2026-03-07,M00202,0,,New Member
2026-03-07,M00203,6,2026-02-25,In the Zone
2026-03-07,M00204,0,,Ghost
2026-03-07,M00205,0,,Ghost
2026-03-07,M00206,1,2026-02-20,New Member
2026-03-07,M00207,3,2026-02-19,Approaching Threshold
2026-03-07,M00208,0,,Ghost
2026-03-07,M00209,0,,Ghost
2026-03-07,M00211,6,2026-03-04,In the Zone
2026-03-07,M00212,2,2026-02-22,Approaching Threshold
2026-03-07,M00213,3,2026-01-29,Approaching Threshold
2026-03-07,M00214,5,2026-01-13,In the Zone
2026-03-07,M00215,2,2026-01-15,Approaching Threshold
2026-03-07,M00216,0,,Ghost
2026-03-07,M00217,0,,Ghost
2026-03-07,M00219,4,2025-12-13,In the Zone
2026-03-07,M00220,0,,Ghost
2026-03-07,M00221,7,2026-02-07,In the Zone
2026-03-07,M00222,0,,Ghost
2026-03-07,M00223,1,2025-08-26,One-and-Done
2026-03-07,M00224,0,,Ghost
2026-03-07,M00226,7,2026-01-05,In the Zone
2026-03-07,M00228,1,2026-01-04,One-and-Done
2026-03-07,M00229,0,,Ghost
2026-03-07,M00230,1,2026-02-09,New Member
2026-03-07,M00232,2,2026-02-27,Approaching Threshold
2026-03-07,M00233,0,,Ghost
2026-03-07,M00234,3,2025-12-16,Approaching Threshold
2026-03-07,M00235,2,2026-02-21,Approaching Threshold
2026-03-07,M00236,0,,Ghost
2026-03-07,M00238,0,,Ghost
2026-03-07,M00239,2,2026-01-03,Approaching Threshold
2026-03-07,M00240,3,2026-02-01,Approaching Threshold
2026-03-07,M00241,0,,Ghost
2026-03-07,M00242,6,2026-03-03,In the Zone
2026-03-07,M00243,1,2025-12-27,One-and-Done
2026-03-07,M00244,0,,Ghost
2026-03-07,M00245,3,2025-12-22,Approaching Threshold
2026-03-07,M00246,0,,Ghost
2026-03-07,M00247,0,,Ghost
2026-03-07,M00249,3,2026-02-12,Approaching Threshold
2026-03-07,M00251,5,2025-10-13,In the Zone
2026-03-07,M00252,0,,Ghost
2026-03-07,M00254,0,,Ghost
2026-03-07,M00255,0,,Ghost
2026-03-07,M00257,3,2026-02-05,Approaching Threshold
2026-03-07,M00258,1,2026-02-19,New Member
2026-03-07,M00259,3,2026-01-08,Approaching Threshold
2026-03-07,M00260,2,2026-02-11,Approaching Threshold
2026-03-07,M00261,0,,New Member
2026-03-07,M00262,0,,Ghost
2026-03-07,M00263,5,2026-02-14,In the Zone
2026-03-07,M00264,2,2026-03-03,Approaching Threshold
2026-03-07,M00265,4,2025-12-25,In the Zone
2026-03-07,M00266,4,2026-03-02,In the Zone
2026-03-07,M00267,0,,Ghost
2026-03-07,M00268,0,,Ghost
2026-03-07,M00269,0,,Ghost
2026-03-07,M00270,4,2026-03-01,In the Zone
2026-03-07,M00271,0,,New Member
2026-03-07,M00272,0,,Ghost
2026-03-07,M00273,5,2026-01-02,In the Zone
2026-03-07,M00274,0,,Ghost
2026-03-07,M00275,11,2026-03-03,Power User
2026-03-07,M00276,0,,Ghost
2026-03-07,M00277,0,,Ghost
2026-03-07,M00278,0,,Ghost
2026-03-07,M00279,9,2026-03-06,In the Zone
2026-03-07,M00280,0,,Ghost
2026-03-07,M00281,0,,Ghost
2026-03-07,M00282,5,2026-03-02,In the Zone
2026-03-07,M00283,0,,Ghost
2026-03-07,M00285,1,2026-01-24,New Member
2026-03-07,M00286,0,,Ghost
2026-03-07,M00287,0,,New Member
2026-03-07,M00288,1,2026-01-11,One-and-Done
2026-03-07,M00289,0,,Ghost
2026-03-07,M00290,0,,Ghost
2026-03-07,M00291,4,2026-02-14,In the Zone
2026-03-07,M00292,2,2026-01-13,Approaching Threshold
2026-03-07,M00293,0,,Ghost
2026-03-07,M00294,1,2025-10-07,One-and-Done
2026-03-07,M00295,0,,New Member
2026-03-07,M00296,5,2025-11-07,In the Zone
2026-03-07,M00297,4,2026-02-01,In the Zone
2026-03-07,M00298,5,2026-02-18,In the Zone
2026-03-07,M00299,1,2026-01-28,New Member
2026-03-07,M00300,0,,Ghost
2026-03-07,M00301,3,2025-10-08,Approaching Threshold
2026-03-07,M00302,4,2026-01-25,In the Zone
2026-03-07,M00303,11,2026-02-01,Power User
2026-03-07,M00304,9,2026-02-04,In the Zone
2026-03-07,M00305,1,2025-11-29,One-and-Done
2026-03-07,M00306,1,2025-11-28,One-and-Done
2026-03-07,M00307,0,,New Member
2026-03-07,M00308,1,2025-11-13,One-and-Done
2026-03-07,M00309,0,,Ghost
2026-03-07,M00310,0,,Ghost
2026-03-07,M00311,9,2026-03-06,In the Zone
2026-03-07,M00312,1,2026-01-14,One-and-Done
2026-03-07,M00313,0,,New Member
2026-03-07,M00314,0,,Ghost
2026-03-07,M00315,0,,Ghost
2026-03-07,M00316,7,2026-02-01,In the Zone
2026-03-07,M00317,3,2026-01-11,Approaching Threshold
2026-03-07,M00318,0,,Ghost
2026-03-07,M00319,0,,Ghost
2026-03-07,M00320,0,,Ghost
2026-03-07,M00321,7,2025-12-29,In the Zone
2026-03-07,M00322,0,,Ghost
2026-03-07,M00323,2,2026-02-19,Approaching Threshold
2026-03-07,M00324,0,,Ghost
2026-03-07,M00325,1,2026-02-25,New Member
2026-03-07,M00327,1,2026-02-22,New Member
2026-03-07,M00328,3,2025-12-25,Approaching Threshold
2026-03-07,M00329,0,,Ghost
2026-03-07,M00330,0,,Ghost
2026-03-07,M00331,0,,Ghost
2026-03-07,M00332,1,2025-09-27,One-and-Done
2026-03-07,M00333,2,2025-11-28,Approaching Threshold
2026-03-07,M00335,1,2025-08-08,One-and-Done
2026-03-07,M00337,9,2026-01-12,In the Zone
2026-03-07,M00338,1,2026-01-16,One-and-Done
2026-03-07,M00339,0,,Ghost
2026-03-07,M00340,0,,Ghost
2026-03-07,M00341,0,,Ghost
2026-03-07,M00342,1,2025-12-28,One-and-Done
2026-03-07,M00343,0,,Ghost
2026-03-07,M00344,2,2025-07-30,Approaching Threshold
2026-03-07,M00345,0,,New Member
2026-03-07,M00346,3,2025-12-11,Approaching Threshold
2026-03-07,M00347,1,2025-07-18,One-and-Done
2026-03-07,M00348,4,2026-03-01,In the Zone
2026-03-07,M00349,8,2026-01-29,In the Zone
2026-03-07,M00350,0,,Ghost
2026-03-07,M00351,0,,Ghost
2026-03-07,M00352,1,2025-10-16,One-and-Done
2026-03-07,M00353,0,,Ghost
2026-03-07,M00354,0,,Ghost
2026-03-07,M00355,3,2026-01-12,Approaching Threshold
2026-03-07,M00356,0,,Ghost
2026-03-07,M00357,0,,Ghost
2026-03-07,M00358,0,,New Member
2026-03-07,M00359,1,2025-12-19,One-and-Done
2026-03-07,M00360,0,,Ghost
2026-03-07,M00361,2,2026-01-27,Approaching Threshold
2026-03-07,M00362,0,,Ghost
2026-03-07,M00363,3,2026-02-20,Approaching Threshold
2026-03-07,M00364,0,,New Member
2026-03-07,M00366,0,,Ghost
2026-03-07,M00367,1,2025-12-03,One-and-Done
2026-03-07,M00369,2,2026-01-16,Approaching Threshold
2026-03-07,M00370,2,2026-03-06,Approaching Threshold
2026-03-07,M00373,0,,New Member
2026-03-07,M00374,1,2026-01-01,One-and-Done
2026-03-07,M00375,5,2025-12-22,In the Zone
2026-03-07,M00376,0,,Ghost
2026-03-07,M00377,1,2025-12-21,One-and-Done
2026-03-07,M00378,1,2025-12-14,One-and-Done
2026-03-07,M00379,1,2025-12-09,One-and-Done
2026-03-07,M00380,0,,Ghost
2026-03-07,M00381,1,2025-06-26,One-and-Done
2026-03-07,M00382,0,,New Member
2026-03-07,M00383,1,2026-01-07,One-and-Done
2026-03-07,M00384,0,,Ghost
2026-03-07,M00385,0,,Ghost
2026-03-07,M00387,0,,Ghost
2026-03-07,M00388,0,,Ghost
2026-03-07,M00389,0,,Ghost
2026-03-07,M00390,3,2026-03-06,Approaching Threshold
2026-03-07,M00391,0,,Ghost
2026-03-07,M00392,0,,Ghost
2026-03-07,M00393,2,2025-12-30,Approaching Threshold
2026-03-07,M00394,0,,Ghost
2026-03-07,M00395,0,,New Member
2026-03-07,M00396,0,,Ghost
2026-03-07,M00397,0,,Ghost
2026-03-07,M00398,0,,New Member
2026-03-07,M00399,7,2026-03-07,In the Zone
2026-03-07,M00400,6,2026-03-06,In the Zone
2026-03-07,M00401,2,2026-01-22,Approaching Threshold
2026-03-07,M00402,5,2026-02-23,In the Zone
2026-03-07,M00403,0,,Ghost
2026-03-07,M00404,0,,Ghost
2026-03-07,M00405,3,2025-12-23,Approaching Threshold
2026-03-07,M00406,0,,Ghost
2026-03-07,M00408,3,2026-01-16,Approaching Threshold
2026-03-07,M00410,8,2026-01-13,In the Zone
2026-03-07,M00411,0,,Ghost
2026-03-07,M00412,0,,Ghost
2026-03-07,M00413,1,2025-09-24,One-and-Done
2026-03-07,M00414,0,,Ghost
2026-03-07,M00415,1,2025-10-13,One-and-Done
2026-03-07,M00417,3,2025-10-27,Approaching Threshold
2026-03-07,M00418,7,2026-03-04,In the Zone
2026-03-07,M00419,0,,Ghost
2026-03-07,M00420,0,,Ghost
2026-03-07,M00421,4,2026-02-17,In the Zone
2026-03-07,M00423,0,,Ghost
2026-03-07,M00424,0,,Ghost
2026-03-07,M00425,1,2026-02-25,New Member
2026-03-07,M00426,6,2026-03-04,In the Zone
2026-03-07,M00427,0,,Ghost
2026-03-07,M00428,0,,Ghost
2026-03-07,M00429,2,2026-02-21,Approaching Threshold
2026-03-07,M00430,0,,Ghost
2026-03-07,M00431,0,,New Member
2026-03-07,M00432,4,2026-01-07,In the Zone
2026-03-07,M00433,1,2026-02-15,New Member
2026-03-07,M00434,1,2026-03-01,New Member
2026-03-07,M00435,0,,Ghost
2026-03-07,M00436,0,,New Member
2026-03-07,M00437,1,2026-01-28,New Member
2026-03-07,M00438,8,2025-12-23,In the Zone
2026-03-07,M00439,4,2026-02-09,In the Zone
2026-03-07,M00440,0,,Ghost
2026-03-07,M00442,1,2025-06-21,One-and-Done
2026-03-07,M00443,0,,Ghost
2026-03-07,M00444,0,,New Member
2026-03-07,M00445,0,,Ghost
2026-03-07,M00446,1,2026-01-03,One-and-Done
2026-03-07,M00447,2,2026-02-14,Approaching Threshold
2026-03-07,M00449,8,2026-01-04,In the Zone
2026-03-07,M00450,0,,Ghost
2026-03-07,M00451,1,2026-03-01,New Member
2026-03-07,M00452,0,,Ghost
2026-03-07,M00453,8,2025-12-06,In the Zone
2026-03-07,M00454,0,,Ghost
2026-03-07,M00455,0,,Ghost
2026-03-07,M00456,8,2026-02-13,In the Zone
2026-03-07,M00457,3,2026-03-02,Approaching Threshold
2026-03-07,M00458,1,2025-10-19,One-and-Done
2026-03-07,M00459,1,2026-02-15,New Member
2026-03-07,M00460,1,2026-01-05,One-and-Done
2026-03-07,M00461,4,2025-12-01,In the Zone
2026-03-07,M00462,2,2026-02-23,Approaching Threshold
2026-03-07,M00463,3,2026-01-07,Approaching Threshold
2026-03-07,M00464,1,2025-12-01,One-and-Done
2026-03-07,M00465,0,,Ghost
2026-03-07,M00466,7,2026-02-16,In the Zone
2026-03-07,M00467,1,2025-09-20,One-and-Done
2026-03-07,M00470,8,2026-02-27,In the Zone
2026-03-07,M00471,13,2026-02-07,Power User
2026-03-07,M00472,11,2026-02-24,Power User
2026-03-07,M00473,5,2026-01-31,In the Zone
2026-03-07,M00475,4,2026-01-03,In the Zone
2026-03-07,M00476,4,2025-11-28,In the Zone
2026-03-07,M00477,0,,Ghost
2026-03-07,M00478,0,,New Member
2026-03-07,M00479,2,2026-01-09,Approaching Threshold
2026-03-07,M00480,3,2026-02-15,Approaching Threshold
2026-03-07,M00481,1,2025-07-04,One-and-Done
2026-03-07,M00482,5,2026-03-04,In the Zone
2026-03-07,M00483,1,2025-06-08,One-and-Done
2026-03-07,M00484,2,2026-01-02,Approaching Threshold
2026-03-07,M00485,0,,Ghost
2026-03-07,M00486,5,2026-01-01,In the Zone
2026-03-07,M00489,10,2026-02-11,In the Zone
2026-03-07,M00490,0,,Ghost
2026-03-07,M00491,0,,New Member
2026-03-07,M00492,1,2026-02-15,New Member
2026-03-07,M00493,0,,Ghost
2026-03-07,M00494,4,2026-03-05,In the Zone
2026-03-07,M00495,2,2026-02-16,Approaching Threshold
2026-03-07,M00496,0,,Ghost
2026-03-07,M00497,0,,Ghost
2026-03-07,M00498,1,2026-02-16,New Member
2026-03-07,M00499,5,2025-11-19,In the Zone
2026-03-07,M00500,1,2025-10-02,One-and-Done
2026-03-07,M00502,1,2025-11-02,One-and-Done
2026-03-07,M00503,0,,Ghost
2026-03-07,M00504,7,2026-03-02,In the Zone
2026-03-07,M00505,0,,Ghost
2026-03-07,M00507,6,2026-01-13,In the Zone
2026-03-07,M00508,0,,Ghost
2026-03-07,M00509,0,,New Member
2026-03-07,M00510,0,,Ghost
2026-03-07,M00511,1,2025-11-06,One-and-Done
2026-03-07,M00512,3,2026-02-18,Approaching Threshold
2026-03-07,M00514,0,,Ghost
2026-03-07,M00515,0,,Ghost
2026-03-07,M00516,0,,New Member
2026-03-07,M00517,0,,Ghost
2026-03-07,M00518,1,2025-07-04,One-and-Done
2026-03-07,M00519,1,2025-07-07,One-and-Done
2026-03-07,M00520,1,2025-07-21,One-and-Done
2026-03-07,M00521,1,2025-10-19,One-and-Done
2026-03-07,M00523,0,,New Member
2026-03-07,M00524,0,,Ghost
2026-03-07,M00525,0,,Ghost
2026-03-07,M00526,0,,New Member
2026-03-07,M00527,7,2026-01-15,In the Zone
2026-03-07,M00528,0,,Ghost
2026-03-07,M00531,2,2025-12-13,Approaching Threshold
2026-03-07,M00532,0,,New Member
2026-03-07,M00533,0,,Ghost
2026-03-07,M00534,3,2026-02-13,Approaching Threshold
2026-03-07,M00535,0,,Ghost
2026-03-07,M00536,0,,Ghost
2026-03-07,M00539,0,,New Member
2026-03-07,M00540,8,2026-02-23,In the Zone
2026-03-07,M00541,0,,Ghost
2026-03-07,M00542,0,,New Member
2026-03-07,M00543,4,2025-11-28,In the Zone
2026-03-07,M00545,7,2026-02-12,In the Zone
2026-03-07,M00546,8,2025-12-09,In the Zone
2026-03-07,M00547,0,,Ghost
2026-03-07,M00548,2,2026-03-01,Approaching Threshold
2026-03-07,M00549,4,2026-03-04,In the Zone
2026-03-07,M00550,1,2025-12-18,One-and-Done
2026-03-07,M00552,5,2025-12-01,In the Zone
2026-03-07,M00553,0,,Ghost
2026-03-07,M00554,0,,Ghost
2026-03-07,M00555,1,2026-01-01,One-and-Done
2026-03-07,M00556,2,2025-11-06,Approaching Threshold
2026-03-07,M00557,1,2025-11-15,One-and-Done
2026-03-07,M00558,0,,Ghost
2026-03-07,M00559,3,2026-01-12,Approaching Threshold
2026-03-07,M00561,2,2026-01-10,Approaching Threshold
2026-03-07,M00562,0,,Ghost
2026-03-07,M00563,0,,Ghost
2026-03-07,M00564,0,,Ghost
2026-03-07,M00565,2,2026-01-20,Approaching Threshold
2026-03-07,M00566,7,2026-02-22,In the Zone
2026-03-07,M00567,3,2025-12-30,Approaching Threshold
2026-03-07,M00568,6,2026-02-23,In the Zone
2026-03-07,M00569,3,2025-12-09,Approaching Threshold
2026-03-07,M00570,0,,Ghost
2026-03-07,M00571,1,2026-02-05,New Member
2026-03-07,M00572,3,2026-02-25,Approaching Threshold
2026-03-07,M00573,1,2025-10-14,One-and-Done
2026-03-07,M00574,1,2026-02-10,New Member
2026-03-07,M00576,12,2026-03-02,Power User
2026-03-07,M00577,0,,New Member
2026-03-07,M00578,1,2025-11-23,One-and-Done
2026-03-07,M00579,2,2026-02-27,Approaching Threshold
2026-03-07,M00580,1,2026-01-25,New Member
2026-03-07,M00581,3,2026-02-14,Approaching Threshold
2026-03-07,M00582,2,2025-07-01,Approaching Threshold
2026-03-07,M00583,6,2026-03-07,In the Zone
2026-03-07,M00584,0,,Ghost
2026-03-07,M00585,1,2026-02-21,New Member
2026-03-07,M00586,7,2026-02-10,In the Zone
2026-03-07,M00587,2,2025-12-21,Approaching Threshold
2026-03-07,M00588,3,2026-02-20,Approaching Threshold
2026-03-07,M00589,0,,Ghost
2026-03-07,M00590,4,2026-02-23,In the Zone
2026-03-07,M00591,6,2026-02-22,In the Zone
2026-03-07,M00593,1,2025-09-09,One-and-Done
